"encriptado"	"periodo"	"sat entel"	"literal"
"19196"	"AEmlhF6uv7Mb"	"2020_q1"	6	"POR LO GENERAL  EL TEMA DE LA ASISTENCIA ES RAPIDA PERO EL TEMA DE LA EJECUCION SE ENTORPECE UN POCO EN EL SERVICIO FIJO INTERNET"
"19197"	"AEmlhF6uv7Mb"	"2018_q1"	6	"SC"
"19198"	"AEmlhF6uv7Mb"	"2018_q2"	6	"BASICAMENTE ES POR CONECTIVIDAD"
"19199"	"AEmlhF6uv7Mb"	"2018_q2"	6	"BASICAMENTE ES POR CONECTIVIDAD"
"19200"	"09rzuC59CFhv"	"2020_q2"	6	"NADA"
"19201"	"09rzuC59CFhv"	"2020_q1"	5	"SE HIZO UNA EVALUACION PARA INSTALAR EN 6 LOCALES Y DESPUES EN 4 NO PUDIMOS YA HABIENDO FIRMADO CONTRATO QUE HAYA MAS COORDINACION EN LAS PERSONAS QUE VEN ESTO------SE SUPONE QUE SI SE DEMORARON DOS SEMANAS EN HACER EVALUACION NO ENTIENDO COMO DESPUES DICEN QUE NO SIRVE"
"19202"	"RkkDxxumXU5d"	"2018_q1"	7	"SC"
"19203"	"OmfnaF3tqrNX"	"2019_q2"	3	"0"
"19204"	"OmfnaF3tqrNX"	"2018_q1"	5	"HACEN OFERTAS PARA CAPTAR NUEVOS CLIENTES Y SUS CLIENTES MAS ANTIGUOS NO LE OFRERCEN NADA Y PASA CON TODAS LAS TELEFONICAS."
"19205"	"VJH3LVBi5P0s"	"2021_q1"	6	"NO HE TENIDO PROBLEMAS , NO TENGO RECOMENDACION"
"19206"	"Adjovl1P2cW4"	"2018_q2"	6	"0"
"19207"	"lMdVNO1JtpdV"	"2020_q1"	7	"NO NADA, HASTA EL MOMENTO ESTOY SUPER CONFORME CON TODO"
"19208"	"lMdVNO1JtpdV"	"2019_q2"	7	"0"
"19209"	"lMdVNO1JtpdV"	"2019_q1"	7	"CREO QUE  AGILIZAR  LA ATENCION A VECES UNO LLAMA Y CUESTA INGRESAR A LAS LINEAS"
"19210"	"aHkXv40ovVrc"	"2018_q2"	6	"NADA POR EL MOMENTO"
"19211"	"aHkXv40ovVrc"	"2019_q2"	7	"SC"
"19212"	"aHkXv40ovVrc"	"2019_q1"	6	"NADA"
"19213"	"aHkXv40ovVrc"	"2019_q2"	6	"NO TENGO OBSERVACION  PARA HJACER A ENTEL"
"19214"	"5ncxK2sfDdYB"	"2018_q1"	4	"SC"
"19215"	"Ci4LB3qNJP52"	"2018_q2"	7	"SE QUE ENTEL OFRECE TODO TIPO DE SERVICIOS PERO A MI NO ME OFRECE UN MEJOR PLAN O PARA BAJAR LOS COSTOS. ME MOLESTA TENGO QUE ESTAR HACIENDO YO INDAGACIONES Y ME HAN DICHO QUE LUEGO DE 18 MESES PUEDO HACER CAMBIOS."
"19216"	"dVpEZz6dwtx0"	"2019_q2"	7	"FORTALECER LO QUE ES LA ATENCION REMOTA"
"19217"	"dVpEZz6dwtx0"	"2020_q2"	7	"SC"
"19218"	"dVpEZz6dwtx0"	"2019_q2"	7	"FORTALECER LO QUE ES LA ATENCION REMOTA"
"19219"	"dVpEZz6dwtx0"	"2020_q2"	7	"SC"
"19220"	"YMoZY6uAMS8O"	"2018_q1"	5	"SC"
"19221"	"KIDKcffHoCJf"	"2020_q2"	5	"QUE LA ATENCION SEA AL REVES QUE ME DIGAN QUIEN ES MI EJECUTIVO  PARA CONTACTARME Y  EL TEMA DE RECAMBIO DE CELULARES QUE DEN ALGUNA FACILIDAD PARA ACCEDER HOY EN DIA ES MAS FACIL COMPRAR FUERA DE ENTEL"
"19222"	"AHfimm7Q84l3"	"2019_q1"	6	"HACER MAS SEGUIMEITNO A SUS CLIENTES TALVEZ REGALONEARLOS ESTAR CONSTANTES CON ELLOS"
"19223"	"AHfimm7Q84l3"	"2020_q2"	6	"HACER SEGUIMIENTO CON LOS CLIENTES"
"19224"	"AHfimm7Q84l3"	"2019_q1"	6	"HACER MAS SEGUIMEITNO A SUS CLIENTES TALVEZ REGALONEARLOS ESTAR CONSTANTES CON ELLOS"
"19225"	"21r21RBqq5Di"	"2020_q2"	3	"ATENCION MAS RAPIDA CUANDO UNO LLAMA PUEDE ESTAR ESPERANDO 30 MINUTOS QUE ATIENDA UN EJECUTIVO"
"19226"	"RwulyclkfPJP"	"2020_q1"	7	"NADA"
"19227"	"RwulyclkfPJP"	"2018_q1"	7	"S/C"
"19228"	"RwulyclkfPJP"	"2019_q2"	7	"0"
"19229"	"RwulyclkfPJP"	"2018_q1"	7	"S/C"
"19230"	"HRq7j7BZXUxR"	"2019_q1"	3	"AGILIZAR MAS LOS PROCESOS"
"19231"	"uZRvunjYZQzi"	"2020_q2"	6	"TIENE QUE MANTENER MAYOR CANTACTO CON EL CLIEMTE Y OFRECER MEJOPRES OFERTAS PAR AQUE HAYAN ,EJORIAS"
"19232"	"rlAvOFTmHXrT"	"2018_q1"	3	"POST VENTA, MUY MALA!"
"19233"	"rlAvOFTmHXrT"	"2018_q2"	2	"QUE TUVIERA MAS CONSIDERACION CON LOS CLIENTES SOBRETODO CAMBIO DE MEJORAR LOS PLANES DAN PLANES MEJORES A GENTE NUEVA QUE RECIEN SE INCORPORA Y LOS QUE SOMOS ANTIGUOS ME DAN UN PLAN CARO NO HAY FACILIDAD PARA COMPRAR ME SALE MAS CARO COMO EMPRESA QUE PERSONA NATURAL"
"19234"	"KGZRRJ0FVeNA"	"2018_q2"	6	"NADA QUE RECOMENDAR"
"19235"	"KGZRRJ0FVeNA"	"2018_q1"	7	"s.c"
"19236"	"KGZRRJ0FVeNA"	"2020_q1"	6	"NADA"
"19237"	"KGZRRJ0FVeNA"	"2019_q2"	6	"NADA"
"19238"	"KGZRRJ0FVeNA"	"2019_q1"	7	"-"
"19239"	"cS1ts3Kbjbis"	"2018_q2"	7	"NO NADA"
"19240"	"hrvPDVHn8vpY"	"2020_q2"	3	"ENTEL ESTA EN DEUDA CONMIGO, NO HA CUMPLIDO NADA CONMIGO. ESTOY PENSANDO CAMBIARME. QUE TRATEN DE CUIDAR A SUS CLIENTES Y LA OFERTA ESTA MUY COMPETITIVA. VEO QUE NO ESTAN ATENDIENDO BIEN. NO SE PARA DONDE ESTAN APUNTANDO, SOMOS CLIENTES MEDIANOS Y CHICOS"
"19241"	"hrvPDVHn8vpY"	"2020_q2"	3	"ENTEL ESTA EN DEUDA CONMIGO, NO HA CUMPLIDO NADA CONMIGO. ESTOY PENSANDO CAMBIARME. QUE TRATEN DE CUIDAR A SUS CLIENTES Y LA OFERTA ESTA MUY COMPETITIVA. VEO QUE NO ESTAN ATENDIENDO BIEN. NO SE PARA DONDE ESTAN APUNTANDO, SOMOS CLIENTES MEDIANOS Y CHICOS"
"19242"	"Osiphrs1meAs"	"2021_q1"	6	"NO SE LA VERDAD NO TENGO NINGUNA RECOMENDACION QUE HACERLE FUNCIONA BIEN EN REALIDAD"
"19243"	"Osiphrs1meAs"	"2021_q1"	6	"NO SE LA VERDAD NO TENGO NINGUNA RECOMENDACION QUE HACERLE FUNCIONA BIEN EN REALIDAD"
"19244"	"tERlNgGhMl2M"	"2019_q2"	5	"NO"
"19245"	"tERlNgGhMl2M"	"2018_q1"	5	"SC"
"19246"	"6U2Q4cWT2vKv"	"2018_q2"	6	"QUE PIONGA MAS EJECUTIVOS EN LASUCURSAL CUANDOVOY ESTAN MUY OCUPADOSY SERIAMAS RAPIDO"
"19247"	"41jciFxLfCki"	"2019_q1"	3	"ME TIENE CHATALASPELEAS DE LOSPLANES NINGUNARECOMENDACION"
"19248"	"41jciFxLfCki"	"2019_q2"	6	"0"
"19249"	"QwTeRxYiDSyP"	"2020_q2"	5	"QUE SEA MAS  EXPEDITO EL CONTACTARSE QUE SEA UNA SOLA PERSONA"
"19250"	"QwTeRxYiDSyP"	"2020_q2"	6	"NADA"
"19251"	"kUZ7Ev7PlgVn"	"2020_q1"	7	"QUE NO ME LA CAMBIEN ES MUY BUENA EJECUTIVA Y CADA VEZ QUE ESTA OCUPADA CON UN CLIENTE DEJA UN MENSAJE Y ME DEVUELVE EL LLAMADO"
"19252"	"kUZ7Ev7PlgVn"	"2019_q1"	7	"POR QUE CUANDO HACE ALGUN REQUERIMIENTO LE RESPONDE DE FORMA INMEDIATA"
"19253"	"kUZ7Ev7PlgVn"	"2019_q2"	7	"QUE EL EJECUTIVO COMERCIAL TENGA MAYOR CONTACTO CON EL CLIENTE"
"19254"	"htA397PuCp4l"	"2020_q2"	6	"MAS CONTACTO CON LOS CLIENTE S OFRECIENDO NUEVOS SERVICIOS O MEJORES OFERTAS O DESCUENTOS"
"19255"	"htA397PuCp4l"	"2020_q2"	6	"MAS PREOCUPACION DEL EJECUTIVO CON SUS CLIENTES ,QUE OFRESCA NUEVAS OFERTAS"
"19256"	"htA397PuCp4l"	"2019_q2"	3	"LA POSIBILIDAD DE CAMBIAR DE EJECUTIVODE CUENTAS"
"19257"	"MXnb3vgnrr55"	"2019_q2"	6	"UNA LLAMADA MENSUAL DE PARTE EJECUTIVA Y VER QUE NECESITAMOS"
"19258"	"MXnb3vgnrr55"	"2020_q2"	5	"QUE INFORMEN CUAL ES EL EJECUTIVO PORQUE LO PASAN CAMBIANDO"
"19259"	"MXnb3vgnrr55"	"2019_q2"	6	"UNA LLAMADA MENSUAL DE PARTE EJECUTIVA Y VER QUE NECESITAMOS"
"19260"	"MXnb3vgnrr55"	"2020_q1"	6	"QUE SI HAY UN EJECUTIVO QUE AVISEN"
"19261"	"MXnb3vgnrr55"	"2020_q2"	5	"QUE INFORMEN CUAL ES EL EJECUTIVO PORQUE LO PASAN CAMBIANDO"
"19262"	"MXnb3vgnrr55"	"2020_q1"	6	"QUE SI HAY UN EJECUTIVO QUE AVISEN"
"19263"	"MXnb3vgnrr55"	"2020_q2"	7	"QUE LOS EJECUTIVOS UNA VES AL MES LLAMEN"
"19264"	"fo2GRmDQOKFP"	"2018_q1"	5	"S/C"
"19265"	"5a8Pm87AWe1i"	"2018_q2"	7	"QUE EL EJECUTIVO SE COMUNIQUE CON UNO MAS COMUNICACION DE PARTE DEL EJECUTIVO"
"19266"	"5a8Pm87AWe1i"	"2019_q1"	7	"MANDAR CORREO CUANDO CAMBIEN DE EJECUTIVO INFORMAR CUANDO CAMBIAN DE EJECUTIVO"
"19267"	"EkhWikMMxxFn"	"2019_q2"	6	"NADA"
"19268"	"EkhWikMMxxFn"	"2019_q1"	4	"-"
"19269"	"EkhWikMMxxFn"	"2019_q2"	6	"NADA"
"19270"	"EkhWikMMxxFn"	"2019_q1"	4	"-"
"19271"	"Klud4nh2TF1k"	"2018_q1"	5	"QUE A HABIDO MUCHA ROTACION DE EJECUTIVOS"
"19272"	"Klud4nh2TF1k"	"2018_q1"	5	"QUE A HABIDO MUCHA ROTACION DE EJECUTIVOS"
"19273"	"Klud4nh2TF1k"	"2018_q2"	5	"QUE HCIERAN MAS COMUNICACION  POR QUE A VECES  POR CORREO NO ES SUFICIENTE         SABER CUALES SON LOS CANALES DE ATENCION COMO PARA TELEFONIA Y NEGOCIOS"
"19274"	"Klud4nh2TF1k"	"2018_q2"	5	"QUE HCIERAN MAS COMUNICACION  POR QUE A VECES  POR CORREO NO ES SUFICIENTE         SABER CUALES SON LOS CANALES DE ATENCION COMO PARA TELEFONIA Y NEGOCIOS"
"19275"	"HE8cYSQaiR7o"	"2018_q2"	1	"QUE MEJORE EL SERVICIO DE LOS EJECUTIVOS QUE ATIENDEN A LOS CLIENTES POR QUE A PRINCIPIO DE AÑO  ME ROBARON LOS EQUIPOS  E INCLUSO CON CARABINEROS  LO INFORMAMOS ALA EJECUTIVA PARA QUE BLOQUEARA LOS TELEFONOS ME DIJO QUE ME QUEDARA TRANQUILA Y NUNCA NUNCA LOS BLOQUEO"
"19276"	"qQFjYnL4fT7H"	"2019_q2"	6	"EL PROBLEMA ES LA COMUNICACION,NO SE SI SERÁ LOS EJECUTIVOS, CUESTA COMUNICARSE."
"19277"	"eiMGPjEcokix"	"2019_q1"	6	"SC"
"19278"	"kOmPFgO9pyol"	"2019_q1"	6	"LOS PLANES MAS ACTUALIZADOS Y PROMOCIONES"
"19279"	"kOmPFgO9pyol"	"2019_q2"	6	"MEJORAR LA COMUNICACION DEL EJECUTIVO CON LA EMPRESA"
"19280"	"kOmPFgO9pyol"	"2018_q1"	7	"NC"
"19281"	"ZZIf3Pr0O9aa"	"2019_q2"	7	"NADA"
"19282"	"ZZIf3Pr0O9aa"	"2019_q1"	7	"NADA"
"19283"	"ZZIf3Pr0O9aa"	"2018_q2"	7	"NINGUNA"
"19284"	"ZZIf3Pr0O9aa"	"2019_q2"	7	"NADA EN PARTICULAR"
"19285"	"kdK7J4XiqhPM"	"2018_q2"	6	"SC"
"19286"	"JdM2E6Q5vOli"	"2019_q1"	6	"MEJORAR LA ATENCION EN SUCURSALES ,ME REFIERO A LOS TIEMPOS DE ESPERA Y DISPÓSICION EN LA ATENCION"
"19287"	"By4XmbW7t9D1"	"2020_q2"	5	"QUE MEJOREN LA SEÑAL DONDE LA TIENEN MALA"
"19288"	"m3sO5os8IU4L"	"2018_q1"	7	"SC"
"19289"	"m3sO5os8IU4L"	"2018_q2"	7	"DEBERIAN A UNO AVISARLE CUAL ES EL EJECUTIVO Y EL NUMERO DEL EJECUTIVO POR QUE UNO REQUIERE COMUNICARSE RAPIDO CON EL            INFORMAR POR CORREO"
"19290"	"u84cN5n5OlSF"	"2018_q1"	5	"SC"
"19291"	"lnIGkHOV0qRU"	"2019_q2"	7	"SC"
"19292"	"lnIGkHOV0qRU"	"2019_q1"	6	"EN LOS TIEMPOS PARA RESOLVER LOS TEMAS. RAPIDEZ EN RESOLVER LOS TEMAS ES IMPORTANTE."
"19293"	"Zx4AryPMSMKe"	"2020_q2"	6	"EN LO QUE ES DATOS MOVILE STAMOS BIEN EN LO QUE ESTA FALTANDO INTERNET DEDICADO NMO HAY UN TERMINO M,EDIO EL SISTEMA PIDE MUCHAS COSAS PORQUE NOSOTROS SOMOS MEDIANOS PORQUE HAY UN SALTO ENORME SOBRE TODO EL INTERNET"
"19294"	"Zx4AryPMSMKe"	"2020_q2"	6	"EN LO QUE ES DATOS MOVILE STAMOS BIEN EN LO QUE ESTA FALTANDO INTERNET DEDICADO NMO HAY UN TERMINO M,EDIO EL SISTEMA PIDE MUCHAS COSAS PORQUE NOSOTROS SOMOS MEDIANOS PORQUE HAY UN SALTO ENORME SOBRE TODO EL INTERNET"
"19295"	"Xqo8xTzh0NsA"	"2019_q2"	5	"ANTERIORMENTE EXISTIA UN BENEFICIA QUE UNO ADQUIRIA PUNTOS Y ESTOS SE CONVERTIAN EN PESOS Y UNO PODIA ADQUIRIR UN EQUIPO A COSTO CERO Y ESTO AHORA YA NO EXISTE Y ESTE BENEFICIO NO FUE AVISADO QUE YA NO IBA A EXISTIR MAS, EL CLIENTE ESTA EVALUANDO CAMBIARSE DE COMPAÑIA"
"19296"	"piKguxRSoqYg"	"2018_q2"	6	"QUE LAS GESTIONES SEAN MAS RAPIDO AL PEDIR ALGO"
"19297"	"vbiaU2J1y414"	"2019_q2"	2	"MALA SEÑAL MUY MALA CIBERTURA INTERNET ES LENTO"
"19298"	"LZ8JZkWopOfr"	"2018_q1"	5	"S C"
"19299"	"lUlfLkCG5pUd"	"2019_q1"	7	"NINGUNA"
"19300"	"upXwu7U7yKCp"	"2020_q2"	4	"RESPONDAN EFECTIVAMENTE A LOS QUE ESTAN OFRRECIENDO A LO QUE UNO HA CONTRATADO, PIDO REVISEN LA FACTUIRA RESPONDEN 2 MESES DESPUES, ATENCION POST VENTA PESIMA, UNA VEZ QUE VENDEN SE OLVIADAN DEL CLIENTE"
"19301"	"DwGdhiqeM7ib"	"2020_q2"	5	"UNA MAYOR ACCESIBILIDAD A CONCULTAS E INQUIETUDES"
"19302"	"5x1QmG9TRL4A"	"2019_q1"	7	"NADA"
"19303"	"5x1QmG9TRL4A"	"2019_q2"	7	"NADA. NADA."
"19304"	"w6sASrAKCLVA"	"2020_q1"	5	"TENEMOS CELULARRES Y LLAMMOS Y NO LOS PENCAN"
"19305"	"w6sASrAKCLVA"	"2019_q2"	6	"NADA"
"19306"	"w6sASrAKCLVA"	"2018_q1"	5	"LOS CANALES DE ATENCION MAS EFICIENTES O MAS RAPIDOS, CON MAS HERRAMIENTAS PARA DAR SOLUCIONES"
"19307"	"B4Mpb1xejvx9"	"2020_q2"	7	"NADA"
"19308"	"B4Mpb1xejvx9"	"2019_q1"	7	"NADA PORQUE ES RAPIDA LA ATENCION"
"19309"	"B4Mpb1xejvx9"	"2020_q2"	6	"EL TEMA DE LA COMUNICACION MEJORAR ASIGNAR TELEFONOS ALGO DIRECTO PARA COMUNICARSE CON ELLOS"
"19310"	"B4Mpb1xejvx9"	"2020_q1"	4	"TENER UNA ATENCION MAS PERSONALIZADA Y LA GENTE MAS PREPARADA PARA RESPONDER LAS CONSULTAS DE LOS CLIENTES YA QUE CADA VEZ QUE LLAMO NADIE SABE NADA O NO LOS CORRESPONDE HACER LO QUE SE LES PREGUNTA"
"19311"	"B4Mpb1xejvx9"	"2019_q2"	7	"OFRECER MAS PRODUCTO"
"19312"	"cFZHFwacOv1a"	"2021_q1"	6	"QUE NO CAMBIEN TAN SEGUIDO DE EJECUTIVO."
"19313"	"cFZHFwacOv1a"	"2018_q2"	6	"QUE LOS CANALES SEAN MAS EXPEDITOS HAY OTRAS EMPRESAS  QUE SE COMUNICAN A TRAVES  DE WHATSAAP"
"19314"	"cFZHFwacOv1a"	"2019_q2"	5	"0"
"19315"	"cFZHFwacOv1a"	"2020_q2"	6	"NADA SIN PROBLEMAS"
"19316"	"WPtbImBs36sv"	"2018_q2"	7	"SC"
"19317"	"A5Dl4MGA6VHs"	"2019_q1"	7	"MAS PREOCUPACION QUE UN EJECUTIVO ME CONTACTARA PARA VER MIS PROBLEMAS ,ME ATIENDO EN LA SUCURSAL DE SAN FERNANDO Y ELLOS RESUELVEN MIS REQUERIMIENTOS"
"19318"	"P3Civ7euKDA4"	"2019_q2"	7	"SC"
"19319"	"Nz0sUEZFqqg9"	"2020_q2"	1	"QUE MEJOREN EL SISTEMA DE COMUNICACION DE USTEDES"
"19320"	"nRaYxBVjGWWn"	"2020_q2"	7	"DEJAME PENSAR, NO SE ME OCURRE NADA EN ESTE MOMENTO, IGUAL LLEVAMOS POCO TIEMPO,  HA FUNCIONADO TODO BIEN"
"19321"	"wQHPkiKsRqRY"	"2019_q1"	6	"que el ejecutivo sea reemplazo por el otro ejecutivo que me atiende siempre cuando no esta presente"
"19322"	"wQHPkiKsRqRY"	"2018_q2"	6	"SC"
"19323"	"wQHPkiKsRqRY"	"2020_q2"	6	"NO, HA MEJORADO RESPECTO A LOS EJECUTIVOS ANTERIORES"
"19324"	"wQHPkiKsRqRY"	"2020_q1"	4	"RAPIDEZ   RESPONDER CUANDO MANDO UN MAIL RESPONDER EN 24 HRS PORQUE AVECES SE  DE,MORAN UNA SEMANA  EN RESPONDER QUE MEJOREN LA PAGUINA TAMBIEN"
"19325"	"vnxCMdL9Xzkh"	"2019_q2"	6	"CREO QUE ENTEL DEVERIA EVALUARSE  COMO EMPRESA E INTEGRARSE EN LA ENCUESTA DE LOS EJECUTIVOS"
"19326"	"N5HDtsYnISGy"	"2018_q1"	7	"SC"
"19327"	"N5HDtsYnISGy"	"2019_q2"	5	"MEJORAR EL TEMA DE LA FACTURACION EN GENERAL."
"19328"	"c62TBxLaPFsI"	"2019_q2"	5	"ESTOY BIEN"
"19329"	"b9ezfyzcjXoT"	"2020_q2"	6	"NADA"
"19330"	"b9ezfyzcjXoT"	"2018_q2"	6	"NADA"
"19331"	"b9ezfyzcjXoT"	"2018_q2"	6	"NADA"
"19332"	"b9ezfyzcjXoT"	"2019_q1"	5	"CONTINUIDAD EN EL SERVICIO, TENEMOS SERVICIO BANDA ANCHA Y NO HA SIDO LA MEJOR."
"19333"	"5QDCKjZ2N5bh"	"2019_q2"	6	"YO TRABAJO ENTRE LA QUINTA REGION Y REGION METROPOLITANA HAY SECTORES QUE NO TENGO BUENA COBERTURA INCLUSIVE LA PIERDO"
"19334"	"kYnIDrzSDEHa"	"2019_q2"	4	"QUE DEJEN DE HACER ENCUESTAS."
"19335"	"kYnIDrzSDEHa"	"2021_q1"	5	"QUE TENGAN GENTE  ESTABLE QUE TENGAN SEÑAL DICEN QUE TIENEN LA MEJOR SEÑAL Y NO LLEGAN A NINGUNA PARTE"
"19336"	"kYnIDrzSDEHa"	"2019_q1"	4	"-"
"19337"	"SqkAoEOcPXHh"	"2019_q2"	5	"MEJORAR LA CALIDAD DEL SERVICIO EN GENERAL."
"19338"	"SqkAoEOcPXHh"	"2019_q2"	5	"MEJORAR LA CALIDAD DEL SERVICIO EN GENERAL."
"19339"	"UckTkyUyv930"	"2020_q2"	7	"SC"
"19340"	"DWhC7VOvjWlb"	"2020_q2"	7	"NO SE QUE SIGAN TRABAJANDO IGUAL"
"19341"	"Xhl1ri7hqMt7"	"2018_q1"	6	"SC"
"19342"	"5UFq4mDhl5VJ"	"2021_q1"	5	"NADA"
"19343"	"5UFq4mDhl5VJ"	"2020_q1"	4	"UN EJECUTIVO POR QUE A TENIDO MUCHOS PROBLEMAS"
"19344"	"wEmVIVvx5ME8"	"2018_q2"	5	"QUE HAGAN MENOS  ENCUESTAS"
"19345"	"uAZXeSH58OQ1"	"2020_q2"	7	"NADA"
"19346"	"sHBO2Zwd5An0"	"2018_q1"	7	"SC"
"19347"	"Nejil8o9D9aR"	"2020_q2"	5	"HEMOS TENIDO PROBLEMAS DE CONECTIVIDAD YA QUE EN LA REGION SE HAN PRODUCIDO ROBOS, SIEMPRE QUE HAY PROBLEMAS ES PORQUE HAN SUFRIDO HURTOS, DE CABLES POR LO CUAL DEBERIAN PROTEGIONES SUS INSTALACIONES"
"19348"	"Nejil8o9D9aR"	"2019_q1"	6	"TUVIMOS PROBLEMAS DE CAIDA SERVICIO Y ELLA ASUMIO CASO Y ME DIERON COMPENSACION EN EL COBRO POR ESTAR SIN SERVICIO-- SE PREOCUPO LLAMO PARA QUE VINIERAN TECNICO"
"19349"	"Nejil8o9D9aR"	"2019_q1"	6	"POR PROBLEMAS DE COBERTURA EN VARIOS TELEFONOS Y NUNCA EL EJECUTIVO SE PREOCUPO---FUE EL EJECUTIVO COMERCIAL QUUIEN RESOLVIO PROBLEMAS"
"19350"	"Jclz7Iq7rxSv"	"2020_q1"	6	"NADA LA VERDAD"
"19351"	"UkayfFXMyCDq"	"2020_q2"	6	"SC"
"19352"	"raVVvkgoPFXz"	"2019_q1"	3	"SC"
"19353"	"oonG3MvrfPFb"	"2018_q2"	6	"QUE MEJOREN LA ATENCION EN LOS DISTINTOS CANALES DE ATENCION."
"19354"	"xmKAuRvSsiRR"	"2018_q1"	6	"SC"
"19355"	"0NPzBVjUoMeT"	"2019_q2"	6	"NOSE"
"19356"	"OjuawsiAYVXi"	"2018_q2"	7	"EN GENERAL NO TENGO PROBLEMAS LA COBERTURA ESTA BIEN LOS CAMBIOS DE LOS TELEFONOS QUE SEAN MAS RAPIDOS CUANDO SON EMPRESAS TIENEN  QUE CAMBIAR NORMALMENTE"
"19357"	"OjuawsiAYVXi"	"2020_q2"	5	"QUE ESTEN MODIFICANDO Y PROPONIENDO NUEVOS PLANES"
"19358"	"rLgqBVL3MeRX"	"2020_q2"	7	"LAS RESPUESTAS CUANDO UNMO LLAMA PARA COMUINICARCE CON ELLOS CUESTA"
"19359"	"ac9tLt469h6z"	"2019_q1"	5	"ATENCION PREFERENCIAL MAS EXPEDITA EN LA SUCURSAL"
"19360"	"fQM5uOuoB8PI"	"2019_q2"	7	"NADA"
"19361"	"opSb7swbMEId"	"2019_q1"	7	"MASA INFORMACION ONLINE"
"19362"	"opSb7swbMEId"	"2019_q2"	7	"MEJORAR LA PAGINA WEB CON RESPECTO A LA INFORMACION DE LAS SUCURSALES QUE HAY DE ENTEL."
"19363"	"ygrv88oBui0O"	"2019_q2"	6	"MEJORAR LOS TIEMPOS DE RESPUESTA A LOS REQUERIMIENTOS."
"19364"	"ygrv88oBui0O"	"2019_q2"	6	"MEJORAR LOS TIEMPOS DE RESPUESTA A LOS REQUERIMIENTOS."
"19365"	"nvrfH6HJi4Pg"	"2020_q1"	5	"QUE CAMBIEN A LOS EJECUTIVOS DE VENTA SON MUY MALO  SOLO LES INTERESA VENDER Y QUE SE PROFESIONALISEN"
"19366"	"l1Ixo9No48Xt"	"2020_q2"	7	"HASTA AHORA NADA TODO BIEN"
"19367"	"l1Ixo9No48Xt"	"2020_q2"	7	"HASTA AHORA NADA TODO BIEN"
"19368"	"DS2LpvWB6Hqs"	"2019_q2"	6	"ESTAR MAS CERCANOS OFRECIENDO NUEVAS ALTERNATIVAS COMO LO HACEN LAS COMPAÑIAS DE LA COMPETENCIA"
"19369"	"DS2LpvWB6Hqs"	"2019_q1"	6	"TENER MAS CERCANIA CON EL CLIENTE, ASISTENCIA MAS PERSONALIZAD"
"19370"	"DS2LpvWB6Hqs"	"2018_q1"	6	"S/C"
"19371"	"DS2LpvWB6Hqs"	"2020_q2"	7	"DIFICIL 14 AÑOS XCON ENTEL Y NUNC HEMOS TENIDO PROBLEMAS"
"19372"	"PqQBUXImLW23"	"2020_q1"	5	"QUE ASIGNEN A UN EJECUTIVO Y QUE SE CONTACTEN CON EL CLIENTE PARA OFERTAS PLANES TODO LO QUE TIENEN"
"19373"	"PqQBUXImLW23"	"2021_q1"	6	"QUE OFRESCAN NUEVOS SERVICIOS Y PRODUCTOS MAS OFERTAS EN EL FONDO QUE UNO NO SE TENGA QUE ENTERAR POR UNA REVISTA O DIARIO DE LAS OFERTAS SI NO QUE AVISEN QUE LLEGUEN VIA CORREO"
"19374"	"PqQBUXImLW23"	"2020_q2"	5	"QUE BAJEN LOS PRECIOS"
"19375"	"s88paPET0dOV"	"2019_q1"	7	"NUNCA  HE TENIDO PROBLEMAS"
"19376"	"7PUBGQmeMdZg"	"2019_q1"	5	"MEJORAR OFERTAS , AUMENTAR GIGAS"
"19377"	"cDTSKnbO2zKs"	"2019_q2"	7	"NO HE REQUERIDO NADA---EL ECHO DE TENER EJECUTIVO YAES  POSITIVO---- PORQUE LLAMAR ES MUY PESADO MIENTRAS MANTEGAN EL SERVCIO BIEN"
"19378"	"6fjEeJl4dymE"	"2019_q2"	6	"NO"
"19379"	"6fjEeJl4dymE"	"2018_q2"	5	"BASICAMENTE UN WELCOM PORQUE CUANDO HICIMOS LA CONTRATACION TUVIMOS UNA EJECUTIVA Y DESPUES NUNCA MAS SUPIMOS DE ELLA  OJALAS SE COMUNIQUEN PARA SABER"
"19380"	"cymWunV6BhiQ"	"2021_q1"	6	"MAS FACILIDAD PARA COMUNICARSE CON EL CIRCULO DE ATENCION PREFERENTE, CUESTA MUCHO COMUNICARSE, UNO TIENE QUE ESPERAR MUCHO Y A VECES COMUNICAN CON OTRA PLATAFORMA"
"19381"	"y8fQNMszNIGo"	"2021_q1"	5	"QUE TRABAJARAN MAS EN CONSERVAR A SUS CLIENTES ANTIGUOS SE PREOCUPAN MAS DE LOS CLIENTES NUEVOS   NO ME ENTREGAN OFERTAS DE EQUIPOS MOVILES"
"19382"	"KN2FdmQDvgvw"	"2020_q1"	7	"TENER UN EJECUTIVO"
"19383"	"UY7rWJmf93kY"	"2020_q2"	6	"BAJAR PRECIOS"
"19384"	"UY7rWJmf93kY"	"2020_q1"	6	"NADA"
"19385"	"P3qpAJ0ZFJPC"	"2018_q2"	6	"PODER TENER TELEFONO PARA LLAMAR DIRECTAMENTE MAS PERSONALIZADO"
