...1	ola - Ola Medicion	F1 - F1. ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	"P1 - I. MODULO INDICADORES GENERALES
   
       1. En su empresa, ¿con qué compañías tiene contratado los servicios de telefonía celular como teléfonos o banda ancha móvil? (MÚLTILPLE; LEER OPCIONES)"	EMPTY LABEL - No Information Provided...5	P2 - P2. De las empresas con las cuales tiene contratados los servicios Móviles, nos podría decir ¿Cuál es la principal? (RESPUESTA ÚNICA)	"P3 - AHORA HABLAREMOS DE SU RELACIÓN CON ENTEL
    
           3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7= Muy satisfecho, ¿Cuán satisfecho está Ud. con ENTEL?"	p4_COD - 4. ¿Por qué evalúa con esa nota? (sondear y profundizar) LITERAL	"P5__1 - a)	Entel es una empresa con buena imagen en general  :"	"P6 - 6.	¿Y con qué nota de 1 a 7 donde 1 es muy insatisfecho y 7 es muy satisfecho, Cómo evalúa a Entel en cuanto a la Calidad y Cobertura de las llamadas?"	"P7 - 7.	Y siguiendo la misma escala de 1 a 7 ¿Cómo evalúa a Entel en cuanto al servicio de Internet a través del celular?"	P8__1 - a) Precio del Plan en relación al mercado (Competitividad) :	P8__2 - b) Competitividad de planes en cuanto a minutos :	P8__3 - c) Competitividad de planes en cuanto a Internet Móvil o internet en su celular :	P8__4 - d) El precio de los equipos en relación al mercado. :	"P9 - 9.	Y en lo que respecta a Servicio a Clientes, ¿cuán satisfecho está con ENTEL? Escala 1 a 7"	P10__1 - Contratación de nuevas líneas :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P10__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P10__4 - Solicitar cambio de plan :	P10__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P10__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P11__1 - Contratación de nuevas líneas :	"P11__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P11__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P11__4 - Solicitar cambio de plan :	P11__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P11__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P12__1 - Contratación de nuevas líneas :	"P12__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P12__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P12__4 - Solicitar cambio de plan :	P12__5 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P12__6 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P13__1 - Ejecutivo asignado :	P13__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P13__3 - Call Center Empresa :	P13__4 - Página Web Empresa (Todos) :	P13__5 - Tiendas/ Sucursales (Todos) :	P13__6 - App administradores empresas (Todos) :	P14__1 - Ejecutivo asignado :	P14__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P14__3 - Call Center Empresa :	P14__4 - Página Web Empresa (Todos) :	P14__5 - Tiendas/ Sucursales (Todos) :	P14__6 - App administradores empresas (Todos) :	"P15__1 - a)	El Proceso de Facturación en general :"	"P15__2 - b)	La Exactitud de los cobros :"	"P15__3 - c)	La Claridad de la factura :"	"P15__4 - d)	La Facilidad para realizar el pago :"	"P16 - IV.	MODULO INCIDENCIAS
             16. En los últimos 3 meses, ¿ha tenido algún problema con el servicio entregado por Entel a su empresa?"	P17_COD - 17. ¿Qué problemas ha tenido? Sondear	"P18 - LEALTAD
         18. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con Entel?"	P19 - 19. Pensando en este periodo de crisis Covid-19 ¿Cuan satisfecho está con ENTEL como proveedor de servicios de telecomunicaciones? Escala de 1 a 7, 99= No sabe/no responde	P20 - 20. ¿Aceptaría que Entel conozca sus respuestas y lo contactara para entender en profundidad sus requerimientos/necesidades?	SEG_CORFO	"P23 - 23.	¿Cuál es el rubro de su empresa?"	"P25 - 25.	¿Ciudad o Comuna de Ubicación de su Empresa?"	"P28 - 28.	Sexo  (No preguntar):"	"P29 - 29.	REGION (no preguntar):"	EMPTY LABEL - No Information Provided...61	EMPTY LABEL - No Information Provided...62	EMPTY LABEL - No Information Provided...63	EMPTY LABEL - No Information Provided...64	EMPTY LABEL - No Information Provided...65
NDKIZR5yGhSw	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mala cobertura	6	5	5	6	6	5	6	5	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	5	6	6	NO	NA	6	6	Sí	PEQUEÑA	NEGOCIO ALMACEN FAMILIAR	ANTOFAGASTA	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
339Q8rTGDvjS	MEDICION SEPTIEMBRE 2020	Sí	Entel,WOM (no mencionar)	NA	Entel	6	Solucionan requerimientos	6	6	7. Muy Satisfecho	6	6	5	5	7. Muy Satisfecho	No	Si	No	Si	No	Si	NA	6	NA	5	NA	5	NA	2.Call center	NA	2.Call center	NA	3.Página Web Entel Empresas	NA	NA	Sí	Sí	No	Sí	NA	NA	6	5	NA	5	5	6	6	7. Muy Satisfecho	NO	NA	6	6	Sí	MICRO	REPARACIÓN DE MAQUINARIA	LOS LAGOS, REGION DE LOS RIOS	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
ziAHmoJosVq7	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar	NA	Movistar	2	Mal servicio / calidad servicio,Mal servicio internet / señal	5	7. Muy Satisfecho	5	6	7. Muy Satisfecho	5	5	3	Si	Si	Si	No	No	Si	6	6	6	NA	NA	5	4.En tiendas/ sucursales	5.App Administradores Empresa	5.App Administradores Empresa	NA	NA	4.En tiendas/ sucursales	NA	NA	No	No	Sí	Sí	NA	NA	NA	NA	5	5	5	6	5	6	NO	NA	1. Muy Insatisfecho	3	Sí	MICRO	SERVICIO AUTOMOTRIZ	TEMUCO	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
j8fka00f5Q7j	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mal servicio internet / señal,Buena comunicación	7. En absoluto acuerdo	6	6	5	6	5	1. Muy Insatisfecho	6	No	Si	No	Si	No	No	NA	6	NA	5	NA	NA	NA	3.Página Web Entel Empresas	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	Sí	Sí	No	No	NA	NA	6	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	SI	Señal de internet, se cae, lento	6	6	Sí	PEQUEÑA	SERVICIOS	PUENTE ALTO	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
hmJ0Erhyx7vc	MEDICION SEPTIEMBRE 2020	Sí	Entel,WOM (no mencionar),Otros	TEL SUR	Entel	4	Mala atención	5	6	5	5	5	4	3	5	No	Si	No	Si	Si	Si	NA	7. Muy Satisfecho	NA	1. Muy Insatisfecho	3	1. Muy Insatisfecho	NA	4.En tiendas/ sucursales	NA	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales,5.App Administradores Empresa	4.En tiendas/ sucursales	2.Call center	NA	NA	Sí	Sí	Sí	No	NA	NA	5	5	5	NA	7. Muy Satisfecho	5	6	6	SI	Mala señal,Señal de internet, se cae, lento	5	4	Sí	MICRO	CONSTRUCCION	PROVINCIA DE CHILOE	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
bvmNBPJPu3vX	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buena cobertura,Buena señal	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	6	6	6	5	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	No	No	Sí	No	NA	NA	NA	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	VENTAS DE INSUMOS A FRUTICOLAS	TEMUCO	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
tOf0vbalUMW2	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Malas conexiones /conectividad	7. En absoluto acuerdo	3	3	7. Muy Satisfecho	7. Muy Satisfecho	5	5	6	No	No	Si	Si	No	No	NA	NA	5	5	NA	NA	NA	NA	3.Página Web Entel Empresas	4.En tiendas/ sucursales	NA	NA	NA	NA	Sí	No	No	Sí	NA	NA	3	NA	NA	4	6	6	6	6	SI	Conectividad	6	3	Sí	MICRO	Acesoria y capacitacion	Antofagasta	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
GMHS5JYgceZY	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mala señal	6	6	6	5	5	5	5	6	No	No	Si	No	No	No	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	No	Sí	No	Sí	NA	NA	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	SI	Problemas con llamadas	6	6	Sí	MICRO	INSTALACIONRES ELECTRICAS	CERRILLOS	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
IeGJemd2wQfC	MEDICION SEPTIEMBRE 2020	Sí	Entel,Otros	wom	Entel	4	Buena cobertura	6	3	4	4	4	4	3	6	No	Si	Si	Si	No	Si	NA	6	6	6	NA	7. Muy Satisfecho	NA	2.Call center	2.Call center	2.Call center	NA	2.Call center	NA	NA	Sí	No	No	No	NA	NA	6	NA	NA	NA	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	SI	Cobertura sin especificar	5	5	Sí	MICRO	agricola	ovalle	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
9Ydk7xYyIFjL	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Demora atención telefónica	7. En absoluto acuerdo	7. Muy Satisfecho	5	5	7. Muy Satisfecho	6	6	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	5	6	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	PINTURA Y PUBLICIDAD.	RECOLETA.	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
yZtjgbTQscoD	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mala señal,Mal servicio internet / señal	6	5	2	7. Muy Satisfecho	6	5	5	7. Muy Satisfecho	Si	Si	Si	Si	No	Si	6	6	5	7. Muy Satisfecho	NA	5	4.En tiendas/ sucursales	2.Call center	2.Call center	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	3	5	6	SI	Cobertura de internet,Señal de internet, se cae, lento	6	5	Sí	MICRO	COMERCIALIZACION EN GANADO	LOS ANGELES	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
mqCCrrE64O1w	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buen servicio / calidad servicio	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	Ns/Nr	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	No	No	No	No	Si	Si	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	Sí	No	No	No	No	No	7. Muy Satisfecho	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	GASTRONOMICA	CONCON.	Mujer	REGIONES	MV	Mediana	MEDIANAS	Móvil	Stock Movil
dUKXihWuOvP0	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Mala cobertura,Mala señal,No solucionan problemas	6	4	3	6	6	5	4	5	No	Si	No	Si	Si	No	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	6	NA	NA	2.Call center	NA	2.Call center	2.Call center	NA	NA	NA	Sí	Sí	No	No	NA	NA	5	6	NA	NA	6	6	6	7. Muy Satisfecho	SI	Mala señal,Cobertura sin especificar,Problemas con llamadas	4	5	Sí	MICRO	ALOJAMIENTO	SALAMANCA	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
Bv9Ay1wcnixK	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Mal servicio / calidad servicio	5	4	4	5	5	5	5	6	No	Si	No	No	No	No	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	NA	Sí	No	No	No	NA	NA	6	NA	NA	NA	7. Muy Satisfecho	5	6	7. Muy Satisfecho	SI	Mala señal	6	6	Sí	MICRO	TRANSPORTE DE PASAJEROS	HUALAIHUE	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
Viq7mnIB3Jwn	MEDICION SEPTIEMBRE 2020	Sí	Entel,Claro	NA	Entel	7. Muy Satisfecho	Buen servicio / calidad servicio	7. En absoluto acuerdo	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	No	NA	NA	7. Muy Satisfecho	NA	NA	NA	3	3	3	3	NO	NA	7. Muy Satisfecho	6	Sí	MICRO	No tiene empresa	Santiago	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
6nTBQAEdz9lb	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buena atencion,Buen servicio / calidad servicio	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	6	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	Si	Si	Si	Si	No	Si	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NA	7. Muy Satisfecho	2.Call center	2.Call center	2.Call center	2.Call center	NA	2.Call center	NA	NA	Sí	Sí	No	Sí	NA	NA	7. Muy Satisfecho	6	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	transportes	8 octavan region cabreros	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
CsnDqj1747tB	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Siempre se puede mejorar	6	6	6	5	6	6	5	5	No	No	Si	No	No	Si	NA	NA	5	NA	NA	4	NA	NA	5.App Administradores Empresa	NA	NA	2.Call center	NA	NA	Sí	Sí	No	Sí	NA	NA	6	5	NA	5	5	5	5	6	NO	NA	6	6	Sí	PEQUEÑA	TRASNSPORTE Y LOGISTICA	CHILLAN	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
fahEGJqwgtrM	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mal servicio internet / señal	7. En absoluto acuerdo	7. Muy Satisfecho	5	7. Muy Satisfecho	7. Muy Satisfecho	6	Ns/Nr	7. Muy Satisfecho	No	Si	No	Si	No	No	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	NA	NA	NA	2.Call center	NA	2.Call center	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	SI	Señal de internet, se cae, lento	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	RESTAURANTE.	MELIPILLA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
AqkVBRfNac0A	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	Buen servicio / calidad servicio,Buen servicio internet,Buena señal	6	7. Muy Satisfecho	7. Muy Satisfecho	6	6	6	5	7. Muy Satisfecho	Si	No	No	Si	No	No	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	NA	NA	4.En tiendas/ sucursales	NA	NA	2.Call center	NA	NA	NA	NA	Sí	Sí	Sí	Sí	NA	NA	7. Muy Satisfecho	6	7. Muy Satisfecho	5	5	6	6	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	VENTAS DE ROPAS	SANTIAGO CENTRO	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
AHLJZnKi15pJ	MEDICION SEPTIEMBRE 2020	Sí	Entel,Claro	NA	Entel	7. Muy Satisfecho	No ha tenido problemas,Rápida solución de problemas	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	5	7. Muy Satisfecho	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	2.Call center	NA	NA	Sí	Sí	No	No	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	MICRO	CONSTRUCCIÓN EN OBRAS MENORES	SANTIAGO	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
3YFp5AqVHUWB	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Buena cobertura,Malas conexiones /conectividad	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	5	5	6	6	6	Si	Si	Si	No	No	No	6	7. Muy Satisfecho	6	NA	NA	NA	4.En tiendas/ sucursales	3.Página Web Entel Empresas	5.App Administradores Empresa	NA	NA	NA	NA	NA	Sí	Sí	No	No	NA	NA	6	6	NA	NA	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	6	Sí	MICRO	COMIDA RAPIDA	CERRO NAVIA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
pvZdhSWpzGsD	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	No ha tenido problemas,Rápida solución de problemas,Buenos precios / precios adecuados	7. En absoluto acuerdo	6	7. Muy Satisfecho	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	No	No	No	No	No	Si	NA	NA	NA	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	2.Call center,4.En tiendas/ sucursales	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	7. Muy Satisfecho	6	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	OPTICA	CONCEPCION	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
R0dQYYlDhPML	MEDICION SEPTIEMBRE 2020	Sí	Entel,Otros	MUNDO PACIFICO	Entel	6	Caro	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	5	7. Muy Satisfecho	5	5	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	7. Muy Satisfecho	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	5	Sí	PEQUEÑA	DISTRIVUIDORA DE FRUTAS Y VERDURAS	CONCEPCION	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
NNqbdc65MeyM	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	No Sabe/ No responde	6	7. Muy Satisfecho	5	5	6	6	Ns/Nr	6	Si	No	No	No	No	No	7. Muy Satisfecho	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	No	NA	NA	NA	NA	6	NA	6	6	6	6	SI	Cobertura sin especificar	7. Muy Satisfecho	6	Sí	PEQUEÑA	construccion	los angeles	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
eFA0etGYT7gD	MEDICION SEPTIEMBRE 2020	Sí	Entel,Claro	NA	Entel	5	No solucionan problemas	5	5	5	2	2	2	2	2	Si	No	No	Si	No	No	2	NA	NA	3	NA	NA	2.Call center	NA	NA	2.Call center	NA	NA	NA	NA	Sí	No	No	No	NA	NA	3	NA	NA	NA	2	3	1. Muy Insatisfecho	6	SI	Demora entrega de equipos	4	4	Sí	MICRO	SERVICIOS DE SOCIAL.	TALCA	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
EuEoZIT7S0xa	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	7. Muy Satisfecho	No ha tenido problemas	7. En absoluto acuerdo	7. Muy Satisfecho	5	7. Muy Satisfecho	6	7. Muy Satisfecho	6	5	No	Si	Si	No	No	No	NA	5	5	NA	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	No	No	Sí	No	NA	NA	NA	NA	5	NA	5	3	5	6	NO	NA	5	7. Muy Satisfecho	Sí	MICRO	INSTALACION DE CERAMICA	SANTIAGO	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
14lXEGYZtNt2	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	4	Mal servicio / calidad servicio	7. En absoluto acuerdo	5	4	4	5	5	2	6	No	No	No	Si	No	No	NA	NA	NA	6	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	Sí	No	No	No	NA	NA	6	NA	NA	NA	7. Muy Satisfecho	6	2	7. Muy Satisfecho	NO	NA	5	5	Sí	MICRO	VENTAS DE ROPA, JUGUETES Y EQUIPOS ELECTRONICOS	IQUIQUE, PASAJE SANTA CRUZ SITIO 37 MANZANA D GALPON 2	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
izWjoGLdjWk3	MEDICION SEPTIEMBRE 2020	Sí	Entel,Movistar	NA	Entel	7. Muy Satisfecho	Buena cobertura,Buenos precios / precios adecuados,Buen servicio / calidad servicio	7. En absoluto acuerdo	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	No	Si	Si	Si	No	Si	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NA	7. Muy Satisfecho	NA	5.App Administradores Empresa	5.App Administradores Empresa	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	Sí	No	Sí	No	NA	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	7. Muy Satisfecho	Sí	PEQUEÑA	PRESTACION DE SERVICIOS NO ESPECIFICAS	RANCAGUA	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
lxUWdqVdsHyx	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mala señal,Problema facturación	7. En absoluto acuerdo	5	5	5	5	5	6	6	No	Si	Si	Si	No	No	NA	5	5	6	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	No	No	Sí	No	NA	NA	NA	NA	6	NA	7. Muy Satisfecho	7. Muy Satisfecho	6	6	SI	Poca informacion,Mala señal,Facturación	5	5	Sí	PEQUEÑA	CONSTRUCCION	los Angeles 8 region	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
ektKSrqIDMB6	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mala señal	6	5	6	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	Ns/Nr	5	No	No	No	No	Si	No	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	Sí	Sí	No	Sí	NA	NA	4	7. Muy Satisfecho	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	4	SI	Cobertura sin especificar	7. Muy Satisfecho	6	Sí	MICRO	PERSONAL	FUTRONO	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Convergente	Stock Movil
YupVjrOrV3a6	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Mala señal	6	6	5	5	5	5	4	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	6	6	7. Muy Satisfecho	7. Muy Satisfecho	NO	NA	6	6	Sí	MICRO	ELECTRICIDAD INDUSTRIAL	PUENTE ALTO	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
HGXlEnWgp6VD	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	5	Mal servicio / calidad servicio	7. En absoluto acuerdo	6	6	5	7. Muy Satisfecho	5	5	7. Muy Satisfecho	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	No	NA	NA	6	5	6	NA	7. Muy Satisfecho	7. Muy Satisfecho	6	7. Muy Satisfecho	NO	NA	7. Muy Satisfecho	4	Sí	PEQUEÑA	TRANSPORTE DE CARGA.	EL BOSQUE	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
vQOVyKFD2pdT	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	Lentas respuestas a solución de problemas	7. En absoluto acuerdo	5	6	5	6	6	6	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NA	NA	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	7. Muy Satisfecho	SI	Cobertura sin especificar	5	6	Sí	MICRO	SALUD	FREIRE	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Móvil	Stock Movil
