encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	Rubro	Ciudad_comuna	sex_enc	Regionx	SEG_GOL
W4QA8ktupigf	7	Buena señal	MEDIANA	arrendaroes de maquinarias	machali rancagua	Hombre	REGIONES	MP
Ad2rrqwKO4zU	6	Mal servicio internet / señal	MICRO	telecomunicaciones	providencia	Hombre	SANTIAGO	Mas
BfhDgkuVe1vz	6	Buena cobertura	MICRO	TRANSPORTE DE CARGA.	PROVIDENCIA.	Hombre	SANTIAGO	Mas
wmHDZp2wmYPc	5	Mal servicio / calidad servicio	PEQUEÑA	SERVICIOS DE INGENIERIA hardware	LA CONDES	Hombre	SANTIAGO	AV
p6nLe9v6ekTR	7	Buena señal,Buenos planes	PEQUEÑA	CONSTRUCION Y ARRIENDO DE MAQUINARIA PESADA	VIÑA DEL MAR	Mujer	REGIONES	MP
utPTwf57V833	6	Buen servicio / calidad servicio	PEQUEÑA	COMERCIALIZADORA Y PRODUCTOS ALIMENTICIOS	CHIGUALLANTE	Hombre	REGIONES	Mas
OYmM9zzN40G1	5	Caro,Mala atención,No solucionan problemas	GGEE	IMPORTADORA.	SANTIAGO CENTRO.	Mujer	SANTIAGO	MP
AeOtVYmPwxHd	6	Mal servicio internet / señal	PEQUEÑA	HOTELERIA Y AGRICOLA.	TEMUCO.	Hombre	REGIONES	Mas
SRZl1GY2SfUF	6	Rapida atencion ejecutivo	PEQUEÑA	INFORMATICA	SANTIAGO	Hombre	SANTIAGO	AV
ukkbFNjQ9DM3	6	Buen servicio / calidad servicio,No ha tenido problemas	MEDIANA	METALIZA INDUSTRIAL	SAN JOAQUIN SANTIAGO	Hombre	SANTIAGO	AP
2yeIWUADSZ43	4	Mal servicio / calidad servicio	MICRO	ASESORIAS EMPRESARIAL	LOS ANGELES	Hombre	REGIONES	Mas
EraVU7TkwUW9	6	Mal servicio internet / señal	PEQUEÑA	VENTAS DE INSUMOS INDUSTRIALES	CQUIMBO	Mujer	REGIONES	Mas
XbAx4XEpBsbH	1	Cobros poco claros	PEQUEÑA	GENERACION DE AGUA ATMOSFÉRICA.	CALAMA.	Hombre	REGIONES	Mas
nsU6Wyw73YFO	5	Caro,Mala cobertura,Mala atención	MEDIANA	INGENIERÍA EN INVERSIONES BIM SPA, CONSTRUCTORA	RÍO BUENO	Hombre	REGIONES	Mas
b4Vea1yMYch3	6	Buen servicio / calidad servicio,Mal servicio internet / señal	MICRO	REPARACIONES ELECTRICAS DE INFRACTUCTURA	ALTO AUSPICIO, IQUIQUE	Hombre	SANTIAGO	Mas
iSUafICgtKc4	7	Buen servicio / calidad servicio	MICRO	Consulturia de desarrollo de aplicaciones	Providencia, por tema de pandemia estan en la comuna de la Cisterna	Hombre	SANTIAGO	Mas
d4oRTAmFga6G	5	Caro	MICRO	RESTAURANT	TALCA	Hombre	REGIONES	Mas
vR6GItTg9T1G	1	Mala señal	PEQUEÑA	SERVICIOS	LOS ANDES	Hombre	REGIONES	Mas
rxOWROlOqv6s	7	No Sabe/ No responde	MICRO	VENTA DE ALIMENTOS	MAIPU	Hombre	SANTIAGO	Mas
8RCP61fav3I5	6	Buen servicio / calidad servicio	MICRO	LAVANDERIA	CONCEPCION	Hombre	REGIONES	Mas
GKIXqfpplc0l	7	Buena atencion,Disponibilidad del ejecutivo,Buen servicio internet	MICRO	INSUMOS MEDICOS	SANTIAGO	Mujer	SANTIAGO	MasPrem
fnGlv2i3QLj6	4	Mal servicio internet / señal	MICRO	AGRICOLA	SAGRADA FAMILIA	Hombre	REGIONES	Mas
wZXwMY9xYrAy	1	Mala señal,Lentas respuestas a solución de problemas	PEQUEÑA	CONSTRUCCIÓN	CONCEPCIÓN, LA COMUNA DE YUNGAY	Hombre	REGIONES	Mas
3Oj1nOywQO8M	5	No solucionan problemas,Problema facturación	MEDIANA	FABRICACION DE MOBILIARIA	LA PINTANA	Hombre	SANTIAGO	MV
VGYxojr2hMjp	6	Buen servicio / calidad servicio	PEQUEÑA	RECICLAJE	LAMPA	Hombre	SANTIAGO	Mas
Ncj5y1zWrZuF	7	Buena cobertura,Buen servicio internet	MICRO	SERVICIO TECNICO Y VENTAS DE ACCESORIOS	ANTOFAGASTA	Hombre	REGIONES	Mas
r1EGexaqTAEr	3	Problema facturación,Mala atención	MICRO	CONSULTORA AGRICOLA	CHILLAN	Hombre	REGIONES	Mas
P1fYk2s0iR3Q	1	Mala cobertura,No solucionan problemas	PEQUEÑA	Servicios Agricolas	Curico	Hombre	REGIONES	MV
u87gyWsDVH3T	6	Buen servicio / calidad servicio,Buena cobertura	MICRO	SERVICIOS LEGALES	parral	Hombre	REGIONES	Mas
DAvzy9zxWXDI	6	Mala señal	MICRO	REPUESTOS Y ACCESORIOS PARA BUSES.	CONCEPCIÓN.	Hombre	REGIONES	Mas
w1PYeMSlj4K7	7	Mala señal	PEQUEÑA	AGENCIA DE PUBLICIDAD	LA REINA	Hombre	SANTIAGO	Mas
BddWUZNMui2D	6	Buen servicio / calidad servicio	PEQUEÑA	ALAMCENAMIENTO Y DEPOSITO	IQUIQUE	Hombre	REGIONES	MasPrem
Z58p80St7vJq	5	Buen servicio / calidad servicio,Solucionan requerimientos	MICRO	IMPORTACIONES Y COMERCIO	PROVIDENCIA	Hombre	SANTIAGO	Mas
Cv25NaXeY0fe	7	Buena señal	MICRO	TRANSPORTE	PENCO	Hombre	SANTIAGO	Mas
ppbwX14sz4Jz	7	Buen servicio / calidad servicio,Rápidas respuestas	MICRO	servicios alimenticios	antofagasta	Hombre	REGIONES	Mas
26DF13rGxDFN	5	Mal servicio / calidad servicio	GGEE	ELECTRICIDAD	ÑUBLE	Hombre	REGIONES	AP
e4f7sd8TqG9E	7	Buen servicio / calidad servicio	MICRO	IMPORTACIONES	PROVIDENCIA	Hombre	SANTIAGO	Mas
QCsZSISTMoN3	7	Buen servicio / calidad servicio	MICRO	recinto deportivo	valdivia	Hombre	REGIONES	Mas
kgG7E4FIG0vY	7	Buen servicio / calidad servicio	MICRO	CONFECCION MADERA	VIÑA DEL MAR	Hombre	SANTIAGO	Mas
i3yJgpLUpsuz	7	Buen servicio / calidad servicio,Buenos precios / precios adecuados	PEQUEÑA	TRASPORTE PRIVADO DE PASAJEROS.	SANTIAGO.	Hombre	SANTIAGO	Mas
ydVf54lCi8ME	5	Mala cobertura,Lentas respuestas a solución de problemas	MICRO	No tiene	no quiere responder	Hombre	REGIONES	Mas
JqRbvmupKGZs	7	No ha tenido problemas	PEQUEÑA	TRASPORTE	VIÑA DEL MAR	Mujer	REGIONES	MasPrem
06lXCpKLo8qi	7	Buena conexión / conectividad	MICRO	VENTA DE ALIMENTOS CONGELADOS	PUERTO MONT	Hombre	REGIONES	Mas
5Ay3kiWsBXzR	7	Buen servicio / calidad servicio,No ha tenido problemas	MEDIANA	servicios	san tiago centro	Hombre	SANTIAGO	AP
iXh6zCmjEa4N	5	Mal servicio internet / señal	MICRO	AGRICOLA Y AHORA MOBILIARIO	QUILLOTA	Hombre	REGIONES	Mas
Hq5YHjEhGnBj	6	Mal servicio / calidad servicio	MICRO	PUBLICIDAD	CHIGUAYANTE,CONCEPCION.	Hombre	REGIONES	Mas
OmP1DPdNBCo4	7	No ha tenido problemas	MICRO	CAPACIRTACIONES	IQUIQUE	Mujer	REGIONES	Mas
b0f7qvd1k7Ws	7	Buen servicio / calidad servicio	MICRO	ASESORÍA CONTABLE Y TRANSPORTE.	VALPARAISO SAN ANTONIO	Hombre	REGIONES	Mas
bR94aP4BIgLS	6	Mala cobertura	PEQUEÑA	VENTA DE TECNOLOGÍA	RANCAGUA	Hombre	REGIONES	MP
7zXSdNqila4C	3	Mala atencion con ejecutivos	PEQUEÑA	SALUD	SANTIAGO , PUENTE ALTO	Mujer	SANTIAGO	MP
ltreWVs8mLtl	7	Buenos precios / precios adecuados,Buena atencion,Buen servicio / calidad servicio	MICRO	SERVICIOS DE PUBLICIDAD POR EMPRESAS	VALDIVIA	Hombre	REGIONES	Mas
mXQslDarhYUD	7	Buen servicio / calidad servicio	MICRO	LOGISTICA Y DISTRIBUCION	PEÑALOLEN	Hombre	SANTIAGO	Mas
oeIdyY3HLHsq	6	Buen servicio / calidad servicio	MEDIANA	FORESTAL	DECIMA REGION DE LOS LAGOS OSORNO	Mujer	REGIONES	MasPrem
Q7m9JaVg4NTw	6	Mal servicio internet / señal	PEQUEÑA	MAESTRANZA Y AGENCIA DE VIAJES	PUERTO MONTT	Hombre	REGIONES	Mas
fvpuJyIih5ML	1	Cambios de planes arbitrarios,Caro,Mala señal	PEQUEÑA	AGRÍCOLA.	SAN FERNANDO.	Hombre	REGIONES	Mas
jVAqkMAN2rgu	7	No ha tenido problemas,Buena cobertura	MEDIANA	SALUD	CURICO	Mujer	REGIONES	MP
umusr4cTlqb9	3	Problemas con equipos / calidad /reposición /cambio,Mala señal	MEDIANA	MADERAS Y SERVICIOS.	TALCA.	Hombre	REGIONES	MP
vCyC4osibgrq	5	Mala señal	MEDIANA	Servicio de alimentacion	Curico	Mujer	REGIONES	AP
NrOm9rHxR4XF	5	Cumplen lo ofrecido	MEDIANA	PRODUCTOS DE USO COTIDIANO.	SANTIAGO.	Hombre	SANTIAGO	Mas
jSTvYxMTzPwK	6	Mala señal	MEDIANA	CONSTRUCCION	QUINTA NORMAL	Hombre	SANTIAGO	MP
Uc0mqhhFsUUW	7	Buen servicio / calidad servicio,Buenos precios / precios adecuados	MEDIANA	FABRICA E IMPORTADORA DE MAQUINARIA	RECOLETA Y COLINA	Mujer	SANTIAGO	AV
iKbde2soPTHt	6	Empresa segura	GGEE	ventas de motocicletas y accesorios	maipu	Hombre	SANTIAGO	MV
7Grah4kYfBF3	5	Mala señal,Mal servicio internet / señal	MICRO	SERVICIOS MEDICOS	QUINTERO	Mujer	SANTIAGO	Mas
1x5H08qPxvqa	3	Mal servicio / calidad servicio	MICRO	SERVICIO DE CONSTRUCCIÓN Y MONTAJE	CONCEPCIÓN	Hombre	REGIONES	Mas
dDnf9PP2R7Ck	6	Buen servicio / calidad servicio	GGEE	AGRICOLA.	OSORNO.	Mujer	REGIONES	MV
8NwXQdFA4Zh3	5	Malas conexiones /conectividad,Cobros poco claros	PEQUEÑA	SERVICIOS MEDICOS	QUILLOTA	Hombre	REGIONES	Mas
5WW0FEi6HDjc	7	Buen servicio / calidad servicio	MICRO	informática	metropolitana	Hombre	SANTIAGO	Mas
6v5EXEBTcVKJ	5	Problemas con equipos / calidad /reposición /cambio	GGEE	electrica	PUENTE ALTO	Hombre	SANTIAGO	AV
JHmRGSX8osil	5	Buena atencion,Disponibilidad del ejecutivo	PEQUEÑA	PUBLICIDAD	SAN MIGUEL	Mujer	SANTIAGO	Mas
kZeCuxauIKKb	5	Mal servicio internet / señal,Demora atención telefónica	MICRO	SERVICIOS	ARICA	Hombre	SANTIAGO	Mas
6pEMKcn2bawz	6	Mala atencion con ejecutivos	PEQUEÑA	TRANSPORTE	LOS ANDES	Mujer	REGIONES	Mas
XnSsCMuUweDK	6	Rapida atencion ejecutivo	MEDIANA	vitiminicola	molina/septima region	Hombre	REGIONES	Mas
wAPLL8zPqayu	3	Mala señal,Mala cobertura	MEDIANA	AGRICULTURA LECHERIA	FUTRONOS	Hombre	REGIONES	Mas
a8bQgZN0PEn9	5	Mal servicio internet / señal	GGEE	combustible	illapel	Hombre	REGIONES	MP
LAMhPYJVwtHR	5	Mala cobertura	MEDIANA	CONSTRUCCION	SANTIAGO Y LA SERENA	Hombre	SANTIAGO	MP
R22nY8m0KdGo	5	Mal servicio internet / señal,Cobros poco claros,Problema facturación	PEQUEÑA	TELECOMUNICAION	QUILICURA	Hombre	SANTIAGO	MP
TVSspQPBaMk9	5	Mala atención	PEQUEÑA	PRESTACIONES MEDICAS	LA REINA	Hombre	SANTIAGO	Mas
EKXQiz6lSyZn	5	Mala atención,Mala cobertura	MICRO	agricola y fruticola	coihueco	Hombre	REGIONES	Mas
AlOItj2urodh	2	Mala señal	PEQUEÑA	AGRICOLA Y FORESTAL	PAILLACO PROVINCIA DE VALDIVIA	Hombre	REGIONES	MP
0WZB83UuRlto	3	Caro	MICRO	servicios medicos	concepcion	Hombre	REGIONES	Mas
EYLmTma5WxXM	6	Malas conexiones /conectividad	MICRO	SERVICIOS	PUERTO MONTT	Mujer	REGIONES	Mas
prYKxJCw9MgE	7	Buen servicio / calidad servicio	MEDIANA	MADERERO.	LOS ANGELES.	Hombre	REGIONES	Mas
Hu9TtaA7Du9G	5	Problemas con equipos / calidad /reposición /cambio	PEQUEÑA	SERVICIOS ESPECIALIZADOS A MINERAS	RANCAGUA	Hombre	SANTIAGO	Mas
3WkrGRgHhlHN	6	Demora atención telefónica	PEQUEÑA	SERVICIOS	LAS CONDES	Hombre	SANTIAGO	Mas
S1zdIF0NqDMy	5	Problema facturación	PEQUEÑA	ferreteria	Talca	Hombre	REGIONES	Mas
Veb4YglXx0tW	4	Mala señal	GGEE	contruccion	santiago	Mujer	SANTIAGO	AV
x1aUAbasRIzI	7	Buen servicio / calidad servicio,Solucionan requerimientos	PEQUEÑA	DISEÑO	NUÑOA	Mujer	SANTIAGO	Mas
OP8Q8DR3JUGn	7	No ha tenido problemas	PEQUEÑA	TELECOMUNICACIONES	VIÑA DEL MAR	Hombre	REGIONES	Mas
9GXKvX6rILmk	5	Mal servicio / calidad servicio	PEQUEÑA	AGRICOLA	SAGRADA FAMILIA	Hombre	REGIONES	Mas
Wi2uu9kHRBms	6	Malas conexiones /conectividad	PEQUEÑA	CAPACITACION	TALCA	Hombre	REGIONES	Mas
xxdZT6Qw5IpI	4	Mala señal	PEQUEÑA	AGRICOLA Y TRANSPORTE	SALAMANCA	Hombre	REGIONES	Mas
UU21HZyrQjAs	7	Buen servicio / calidad servicio,No ha tenido problemas	GGEE	farmacéutica	vitacura	Mujer	SANTIAGO	MV
gjT780SLsVlR	7	No ha tenido problemas,Rápida solución de problemas	GGEE	AGRICOLA	CURICO	Mujer	REGIONES	AV
udAZtC4OHPU1	6	No Sabe/ No responde	MICRO	AGRICOLA.	LINARES	Hombre	REGIONES	Mas
amF5wA5D6QBL	5	Mal servicio internet / señal	MEDIANA	SERVICIO AGRICOLA	LA CALERA	Hombre	REGIONES	MP
gzIqhwB2zkn2	7	Buen servicio / calidad servicio,Buenos precios / precios adecuados	PEQUEÑA	CONSTRUCTORA	QUILPUE	Hombre	REGIONES	Mas
6VpHdzXR0Vte	7	No ha tenido problemas	PEQUEÑA	SUPERMERCADO	OSORNO	Hombre	SANTIAGO	Mas
oDiAWa7ca6id	7	No ha tenido problemas,Buenos precios / precios adecuados	PEQUEÑA	SERVICIOS FORESTALES	VALDIVIA	Hombre	REGIONES	MP
BHXA9GVSEyHD	7	No Sabe/ No responde	MEDIANA	ACEO INDUSTRIAL	LA CALERA	Hombre	REGIONES	AP
EFPN3tj3VM6u	6	Mala cobertura	MEDIANA	TRANSPORTE.	LOS LAGOS LLANQUIHUE.	Mujer	REGIONES	MP
XNI8CwegXfto	6	Solucionan requerimientos	MICRO	MADERA.	EL MONTE.	Mujer	SANTIAGO	Mas
SyvHqzoKGGID	6	Mala señal	MEDIANA	MAESTRANZA	CONCEPCION.	Hombre	REGIONES	MP
I6aHiQYGdQfs	6	No ha tenido problemas	GGEE	topografías	santiago ,providencia	Hombre	SANTIAGO	MV
XugXk8qKZpD6	1	Mala señal,Mal servicio internet / señal	PEQUEÑA	AGRICOLA	GRANEROS	Hombre	REGIONES	Mas
mPvWITT9mf4S	3	Mala atención	PEQUEÑA	COMUNICACIONES Y DISTRIBUCIÓN DE COMBUSTIBLE	MELIPEUCO	Hombre	REGIONES	Mas
thEJVBZkov0V	6	Buen servicio / calidad servicio	GGEE	AGRICOLA	LA FLORIDA	Hombre	SANTIAGO	AV
X93Ow7TDXCBm	5	No solucionan problemas	MICRO	ARRIENDO DE VEHICULOS SIN CHOFER	MACUL	Hombre	SANTIAGO	Mas
PAP68GyBhWL8	3	Mala atencion con ejecutivos,No solucionan problemas,Cobros poco claros	GGEE	tratamiento de agua	las condes , santiago	Hombre	SANTIAGO	MV
oDTxZHpCLRLe	7	Facturación,Buen servicio / calidad servicio,No ha tenido problemas	MICRO	NO QUIERE DAR LA INFORMACION	SANTIAGO	Hombre	SANTIAGO	Mas
noZWOlxygTjJ	6	Mala señal	GGEE	estación de servicio	santiago	Mujer	SANTIAGO	Mas
SWpuhMRROOFE	6	Buen servicio / calidad servicio	MEDIANA	INMOILIARIA.	IQUIQUE.	Hombre	REGIONES	MV
FLRd2DBGNDh7	5	Malas señal telefónica	MEDIANA	INDUSTRIA PESQUERA.	SANTIAGO	Hombre	SANTIAGO	Mas
4bgQqYbJkqb2	5	Buen servicio / calidad servicio	MICRO	MAQUINARIAS	LAS CONDES	Hombre	SANTIAGO	Mas
Qr7O9KArQ0Un	5	No Sabe/ No responde	PEQUEÑA	INGENIERIA	VIÑA DEL MAR	Hombre	REGIONES	Mas
p1JoGY5L9yXk	6	No ha tenido problemas	PEQUEÑA	ABOGADOS	LAS CONDES	Mujer	SANTIAGO	MV
QqCYF2jb4fHJ	4	Mal servicio / calidad servicio	MEDIANA	EDUCACION	SAN MIGUEL	Mujer	SANTIAGO	MP
WzJTGclXYqRK	6	Siempre se puede mejorar	GGEE	CONSTRUCCION	CURICO	Hombre	REGIONES	AP
pHw9YljSkjvh	7	No ha tenido problemas	MEDIANA	combustible	ñuñoa	Hombre	SANTIAGO	Mas
P9WCEtSCSU1u	5	Malas conexiones /conectividad,Malas señal telefónica	PEQUEÑA	MANTENCION	SANTIAGO	Mujer	SANTIAGO	Mas
t3LXVTD97VLy	6	Buena conexión / conectividad	PEQUEÑA	HOTEL	PROVIDENCIA	Hombre	SANTIAGO	Mas
ti6DVxWey9Xr	6	Buen servicio / calidad servicio,No ha tenido problemas	GGEE	INVERSIONES	LAS CONDES	Hombre	SANTIAGO	Mas
bIAkFUr2ca6S	6	Buen servicio / calidad servicio	MICRO	ASESORIAS	LAS CONDES	Hombre	SANTIAGO	Mas
jK1nm1Nas3BU	6	Mala atencion con ejecutivos	GGEE	AGENCIA DE ADUANA	SANTIAGO CENTRO	Hombre	SANTIAGO	AV
EUKGoCPYHOBe	6	Buen servicio / calidad servicio,Rápidas respuestas	GGEE	SEGURIDAD Y ELECTRONICA.	NUÑOA.	Mujer	SANTIAGO	AV
QIDHrxJ0zHBI	7	Buen servicio internet,Buen servicio telefonico,Buena comunicación,Disponibilidad del ejecutivo	MEDIANA	CONSTRUCCIÓN	QUINTA NORMAL	Mujer	SANTIAGO	AP
kKoH4NIc6BHc	5	Mala atención	MEDIANA	EDUCACIÓN.	SANTIAGO.	Mujer	SANTIAGO	Mas
CZxCBqzb51Lu	6	Buena conexión / conectividad	GGEE	construcción	concepción	Hombre	REGIONES	AP
QT43RLV0dHZL	7	No ha tenido problemas,Buen servicio / calidad servicio,Cumplen lo ofrecido	MEDIANA	LABORATORIO CLÍNICO	ÑUÑOA	Mujer	SANTIAGO	AP
StKDValqp71c	7	Rápida solución de problemas	MEDIANA	TRASNPORTE.	TALCA.	Mujer	REGIONES	MP
jsxrhavfJR2P	7	Buena cobertura,Rápida solución de problemas	GGEE	COFECCION Y DISTRIBUIMOS ROPA DE CAMA	CERRILLOS	Mujer	SANTIAGO	AP
9TSTNBmvdSsP	6	Buena comunicación	MICRO	CRIA DE AVES Y AGRICOLA	PEÑAFLOR	Hombre	REGIONES	Mas
IwfV7yHGruen	7	No ha tenido problemas	MICRO	AGENCIA DE VIAJES	COYHAIQUE	Mujer	REGIONES	Mas
cwx0t23hywmy	5	Mala cobertura	MEDIANA	Desarrollo sobla	santiago	Hombre	SANTIAGO	MV
ACUXLtcTStMN	4	Mal servicio / calidad servicio	MEDIANA	TURISMO	PROVIDENCIA	Mujer	SANTIAGO	MV
StZqKZIIz5u6	5	Buena cobertura	PEQUEÑA	INGENIERIA DE TELECOMUNICACIONES	HUECHURABA	Hombre	SANTIAGO	Mas
8Hez2jNM5Sl0	5	Mal servicio internet / señal	MICRO	Transporte	Santiago	Hombre	SANTIAGO	Mas
rLekpOCsBpwq	7	No ha tenido problemas,Buen servicio telefonico	MEDIANA	INSUMOS TEXTILES	INDEPENDENCIA	Hombre	SANTIAGO	AP
wzitADWddbj3	7	Solucionan requerimientos	GGEE	CONSTRUCCION	5 QUINTA NORMAL	Mujer	SANTIAGO	AP
UNbQgrAnIHdQ	7	Buen servicio / calidad servicio,Buenos precios / precios adecuados	GGEE	FINANCIERA	HUECHURABA	Mujer	SANTIAGO	AV
iMSmwg0062Dn	6	No Sabe/ No responde	PEQUEÑA	MEDICO	MAIPU	Hombre	SANTIAGO	Mas
DRbJ4a37Bh00	5	Malas conexiones /conectividad,Mala señal	MEDIANA	TRANSPORTE Y FORESTAL	CONCEPCION	Hombre	REGIONES	MV
Y2sSw2bzhho5	7	No ha tenido problemas,Buena cobertura,Buena señal	MEDIANA	PANADERÍA	VIÑA DEL MAR	Mujer	REGIONES	MP
7NAyUv07xbTv	7	Buena señal,Buen servicio / calidad servicio	MICRO	AGRICOLA	TENO	Hombre	REGIONES	Mas
Fc1RbtygWsUU	7	No ha tenido problemas,Buena cobertura,Rápida solución de problemas	PEQUEÑA	COMERCIALIZACIÓN	LOS ANGELES	Hombre	REGIONES	Mas
OmvFUDGSeHr2	6	Mal servicio internet / señal	MEDIANA	TECNOLOGIA	PROVIDENCIA	Hombre	SANTIAGO	MP
MF5XVkXz5XpT	7	Buena comunicación	MEDIANA	forestal	constitucion	Mujer	REGIONES	MV
y0vRWNoqkxT9	6	Buen servicio / calidad servicio,Demora atención telefónica	MEDIANA	EMPRESA DE SERVICIOS	ÑUÑOA	Hombre	SANTIAGO	MP
ZLCV4UarkdV2	6	Mala cobertura	PEQUEÑA	topografia	san pedro de la paz	Hombre	REGIONES	Mas
mV8sDLNB7A05	7	Buen servicio / calidad servicio,No ha tenido problemas,Buena conexión / conectividad	MEDIANA	DISTRIBUCIÓN DE ALIMENTOS	ARICA	Hombre	REGIONES	MV
8g9GULpCHPOw	5	Mala cobertura,Mal servicio / calidad servicio	GGEE	COMERCIALIZADORA DE PRENDAS DE VESTIR.	SANTIAGO, CONCHALI.	Hombre	SANTIAGO	Mas
7RkaHvaynI8v	7	Buena atencion,Buena cobertura,Empresa segura	GGEE	CONSTRUCCION	CONCHALI	Mujer	SANTIAGO	AV
f88EcSkGFHJa	6	Buen servicio / calidad servicio	GGEE	MAQUINARIA.	BUIN.	Mujer	SANTIAGO	AV
5PwFL8oQaTjn	6	Mala atención,Buena cobertura	PEQUEÑA	ARRIENDO EQUIPOS DE CONSTRUCCION	ÑUÑOA	Hombre	SANTIAGO	Mas
imWN9REia5jI	3	Caro	PEQUEÑA	INMOBILIARIO	MELIPILLA	Mujer	SANTIAGO	Mas
bfzUCqBjvl8e	6	Mala cobertura	MEDIANA	IMPORTADORA DE ARTICULOS MEDICOS	PROVIDENCIA	Mujer	SANTIAGO	Mas
7uxhg22ZhWYb	3	Cobros poco claros,Mala cobertura,Mal servicio internet / señal	PEQUEÑA	supermercado	pucon	Hombre	REGIONES	Mas
u3o2DWCx15TY	5	Mal servicio internet / señal	MEDIANA	COMERCIALIZADORA	PUERTO MONTT	Hombre	REGIONES	MP
BYrNMLEL84Hw	6	Mala cobertura	MICRO	ventas y comercialización de alimentos	las condes santiago	Hombre	SANTIAGO	Mas
xyqBMLmd8Ele	6	Buen servicio / calidad servicio	PEQUEÑA	INVERSIONES	CONCEPCION	Hombre	REGIONES	Mas
6DrXhSfqFlOs	7	Buen servicio / calidad servicio	MEDIANA	NO ENTREGA INFORMACION. INDICA SER CONFIDENCIAL	6 REGION DE LIBERTADOR BERNARDO OHHIGINS	Mujer	REGIONES	MP
6T5AGoxyxfUq	7	Buena conexión / conectividad	MICRO	MECANICA AUTOMOTRIZ	MACUL	Hombre	SANTIAGO	Mas
MZiOWB3F1wDb	7	Buena señal,Rápida solución de problemas	MEDIANA	EXTRACCION DE ARIDOS MOVIMIENTO DE TIERRA Y CONSTRUCCION	SANTO DOMINGO	Hombre	REGIONES	MV
qntQP3ZSQO5V	6	Mala cobertura	MEDIANA	transporte	molina	Hombre	REGIONES	Mas
IgEQ8d6am3kB	6	Caro	MEDIANA	SERVICIOS DE INGENIERÍA	VIÑA DEL MAR	Mujer	REGIONES	MasPrem
yJ0IYXIRf5sk	6	Caro	MEDIANA	EDUCACION	COPIAPO	Hombre	REGIONES	MP
1BVVnglQTcx8	5	No Sabe/ No responde	PEQUEÑA	VENTAS AL POR MAYOR Y MENOR	SANTIAGO CENTRO	Hombre	SANTIAGO	Mas
c145oW5wWSFm	6	Buen servicio / calidad servicio,Buena señal	MEDIANA	Importacion	Santiago	Mujer	SANTIAGO	Mas
upWpXMtbgJvA	6	Caro	PEQUEÑA	PUBLICIDAD	TEMUCO	Hombre	REGIONES	Mas
rG92tA8z4UyG	6	No ha tenido problemas	PEQUEÑA	IMPORTADORA Y DISTRIBUIDORA	SANTIAGO	Hombre	SANTIAGO	Mas
dnX5dDEuzrfM	6	Buen servicio / calidad servicio	MEDIANA	SERVICIOS.	ESTACION CENTRAL.	Mujer	SANTIAGO	MV
E60uiN7ec57N	7	No ha tenido problemas	MEDIANA	GRAFICO	ANTOFAGASTA	Hombre	REGIONES	MP
qqDyNGkkRW9b	5	Mala atencion con ejecutivos	MEDIANA	SERVICIOS INMOBILIARIOS	CURICÓ	Hombre	REGIONES	MV
xwPWw6aPiVXn	5	Mala atención,Mal servicio postventa	PEQUEÑA	seguros	temuco	Hombre	REGIONES	Mas
pQVkH7vNbLwZ	6	Buen servicio / calidad servicio	GGEE	VENTA Y COMERCIALIZACION DE BUSES Y CAMNIONES Y REPUESTOS	COMUNA SAN BERNARDO	Hombre	SANTIAGO	MP
pMhjEByW166G	5	Malas conexiones /conectividad,Mala cobertura	GGEE	fabrica y comercializadora de alimentos de mascotas	santiago , lampa	Hombre	SANTIAGO	AP
WBieSW9e8Yp0	6	No ha tenido problemas	PEQUEÑA	FARMACIA Y CLINICA VETERINARIA	QUILPUES	Mujer	REGIONES	Mas
MogCXzDGe2Zs	5	Mala cobertura,Mala señal	PEQUEÑA	TRANSPORTE	PUNTA ARENAS	Hombre	REGIONES	Mas
WWTvyvvhDuIR	6	Mala señal,Mala cobertura	PEQUEÑA	METALURGICA ELECTRICA	RECOLETA	Hombre	SANTIAGO	Mas
my4MsgcyvDMg	6	Mala cobertura	GGEE	SERVICIOS DE ALIMENTACIÓN	HUECHURABA, REGIÓN METROPOLNATA	Hombre	SANTIAGO	AP
kcn2NmJKcnVc	7	Buena señal,Rápida solución de problemas	MEDIANA	VENTA DE REPUESTOS AUTOMOTRIZ	SAN MIGUEL	Hombre	SANTIAGO	MP
1RBqDtPY1I3V	7	Buen servicio / calidad servicio,Buena cobertura	MEDIANA	METALURGICA.	CERRILLOS , SANTIAGO.	Hombre	SANTIAGO	MP
x4wQaNESyKx9	4	Mala atención,Mal servicio internet / señal,No solucionan problemas	PEQUEÑA	INGENIERIA	VITACURA ,SANTIAGO	Mujer	SANTIAGO	Mas
aaFuABny8knX	6	Caro	GGEE	contruccion	peñalolen, santiago	Hombre	SANTIAGO	AP
ySrhQMsYokuI	7	No ha tenido problemas	MEDIANA	INGENERIA ELECTRICA	NUÑOA	Hombre	SANTIAGO	MV
xD1FZ4kTbXRc	6	Solucionan requerimientos,Buena comunicación	MEDIANA	SERVICIO DE INGENERIA	SANTIAGO CENTRO	Mujer	SANTIAGO	AP
